heart_rate,spo2,temperature,acc_mag,sleep_mode,risk_level
68.0028089254862,97.28423265547046,36.69513027675033,2.177682381577609,0,0
69.43673414801962,98.0061264998997,36.57167730108714,0.0,1,0
94.22000218083892,91.16328605308013,36.61203572473097,0.0,1,1
59.26508724359306,97.5253562506337,36.70855629213616,0.5249039068681538,0,1
70.48710561822568,98.26769010385888,37.06212118256269,0.11281394072725251,0,0
42.68440788667824,79.2303039921637,35.88676091542206,0.6538821634872654,0,2
72.92539818512982,97.2981484105337,37.10626536046284,1.5864431342471175,0,0
57.02252375640209,97.5917400141214,36.37758401961509,0.0,1,1
58.25144027239121,100.0,37.09909164904859,1.3642453774467809,0,1
53.292246974477926,94.7672893435115,36.51121338438937,0.0,1,1
86.51830793215214,98.91613428873812,36.80469386445852,2.2457310524893277,0,0
126.27240136959821,81.16895186617259,36.591148908884456,0.0,1,2
31.188885802592626,81.22043971361467,36.740815746389735,0.0,1,2
92.79526016402008,97.28520830050034,36.79934512418883,1.5695470932169522,0,0
110.31913671167337,93.88232317196999,37.75930472810235,2.7869324955505257,0,2
108.62030194137704,94.91687675186594,38.12564143114948,0.9539809319158171,0,1
43.055415359640484,79.97013739197152,38.934205331855836,0.7072744384653353,0,2
62.274333450894964,97.72714231115894,37.177855759100794,0.3261833593708615,0,0
77.90537044911703,96.95922811010138,36.84412616086143,0.14922620636893882,0,0
73.18329802036895,98.12475823953353,36.91611353740712,0.2751239990216505,0,0
116.90959322536123,94.31470320032918,36.65851209103756,0.6065202728912669,0,1
93.67884532598771,98.12699451327009,36.63297509920555,1.4611914109921413,0,0
75.73579789024352,97.2963497396244,36.765525008509265,1.5998139274922953,0,0
54.1441951825531,94.38244643797647,37.92171797208805,2.8994716799189555,0,2
75.0914994816764,97.74414781734718,36.724522696507556,0.6498798733873576,0,0
63.06912418708417,99.04519227901413,36.64446189116358,0.0,1,0
82.04194399192458,97.60307427742477,36.756079581154886,0.9269485791709008,0,0
67.9349603457852,99.05576617526856,36.236677839996545,0.43580554534478577,0,0
70.39057078461086,97.22784806707745,37.185125225492385,1.846224023931384,0,0
67.17399435623729,95.4615717997569,36.67692944664771,1.002303783137593,0,0
85.58620829315709,97.78213341859892,36.78778053408646,0.42696076370974156,0,0
76.55593290175707,97.53958046684745,36.87411968279604,2.330273564045942,0,0
50.11233798145791,92.1519518779524,36.6937256966066,1.367948690459072,0,1
49.626972878148365,97.23616632403014,36.243301937609985,0.0,1,2
55.474286812901674,96.15421276338665,36.44575323207787,0.0,1,1
89.03389183558147,89.49695314064252,36.89870812631111,0.0,1,1
78.16478172892523,97.18188856832643,37.16206052200083,1.9969779421191711,0,0
79.1941552609134,97.8907909029671,36.45640853725604,0.8934419439280044,0,0
117.1543305608822,94.60107503300723,36.994824673859185,1.2413452519877581,0,1
72.06544407613735,97.67296309712495,36.503093691613785,0.8636205028208875,0,0
81.2833674875305,97.65263986524371,36.80628540187077,1.3033515486287783,0,0
113.95247365463345,94.38420341973786,37.03251473363756,3.0443031363246,0,2
100.6235062700175,92.18522358424424,37.14151847846598,1.6673015296723965,0,1
29.268072439736017,83.92335232860526,36.52750638833953,0.0,1,2
72.40694607236446,98.8627695995288,36.41461274235088,0.9993544540858236,0,0
130.18232777420513,82.48251189680764,38.52513953686627,1.2762768810151275,0,2
74.14181197760422,97.81054571174103,37.02805011053424,1.2616934565468363,0,0
133.1976826579963,85.63704246367102,35.21605276120347,0.5478055172283479,0,2
94.81192017910276,98.74884186053401,36.34091625922106,3.4632692030757806,0,2
105.29696865972673,93.41557525226986,36.70115969016746,1.1283716530491446,0,1
46.10806875324523,96.96610747317544,36.570555270228205,0.0,1,2
56.582533508935455,95.82944051352518,36.516813053795694,0.0,1,1
51.73422312211425,94.32608981559801,36.148756021225026,0.0,1,1
36.67355103614037,91.203353758405,36.76652690983248,0.0,1,2
78.24509893426149,98.59075931223252,36.79559398549661,1.3503793327584572,0,0
65.47515382163881,97.36720978986595,36.211699054602256,0.0,1,0
114.31844702978822,93.3150034690222,36.64316722832803,2.8969344754177633,0,2
156.6120767175803,81.690301845711,39.54003913872819,0.7935480776737638,0,2
160.28331563486245,82.9945137234677,38.95599283852854,1.0748319034405323,0,2
54.04701634617898,94.13589240428806,37.79019494692905,3.1341334151906026,0,2
51.22104277511592,93.12923933892795,36.999643531194344,1.9724797007608326,0,1
76.29295941086578,99.48609315433899,36.807892116092816,1.2803471735738943,0,0
68.24799191998581,95.58457346936413,36.27629284864509,0.0,1,0
80.89815848084314,96.24056422087378,36.58445585084168,2.0049218218845093,0,0
117.0589513251845,93.36018114148341,36.77103480928008,2.384051989268815,0,1
87.8838189541804,95.75256281422925,36.75585424860832,1.542462105972856,0,0
65.33857247179837,98.34462457449933,36.88988670318945,0.8766627266417698,0,0
39.23422553001341,91.24825979649047,36.66872842686371,0.0,1,2
70.60841870589275,97.55342894574042,36.94702642261082,0.7891654322503088,0,0
42.73222597719239,95.80521893607211,36.664025312917495,0.0,1,2
96.15316662654402,91.91407716422404,36.30388614631911,0.0,1,1
73.81871647820067,99.81026837983654,36.47286420619995,0.9887684210812533,0,0
73.84691558727006,98.51633098428827,37.47962546353258,1.3606011155931717,0,0
115.95329712390688,81.88777686162582,35.44788463577249,0.0,1,2
88.89912365705027,92.12168914238792,36.66872844949391,0.0,1,1
38.444086007546275,92.71836399576388,36.54324294561748,0.0,1,2
54.48197285051964,94.95669974004807,36.21294742125938,0.0,1,1
69.9942373240575,98.59271101773366,36.504668555296384,0.6915469829841668,0,0
84.46240806033535,97.2678561098269,36.72228635590176,1.5691989297355495,0,0
95.67897588023504,98.58149723946063,36.62714294761189,2.0111204463223924,0,0
61.813723512948854,97.46801168259724,35.664214608632065,0.0,1,2
115.90994363287011,91.77149286275058,38.600037692159866,1.8341395010814308,0,2
69.73794392896498,99.46675312854367,36.86144420885913,1.794247882507888,0,0
82.2616315088148,98.17484807833281,36.41173263238563,1.9341894900457124,0,0
63.94233147315012,97.92845106724629,36.68173907222421,1.126817369504927,0,0
77.04784903357628,96.94354334775423,36.6071107459205,1.5699748170330001,0,0
54.69329641914017,96.84304614244414,36.447121595190104,0.0,1,1
69.39766431335309,97.30708172505075,36.39795666908678,1.4817263327948904,0,0
47.05629349468262,96.57894637837876,36.81573286179746,0.0,1,2
72.56909279442186,98.60772572835505,36.957586250499205,1.141770596358353,0,0
39.84545408432037,81.56898284503593,39.22434468641329,1.8213086464698243,0,2
91.64697342301169,92.21450801177781,36.595591874092335,0.0,1,1
56.56103134201872,94.11206447621466,36.4830942083799,0.0,1,1
76.59203209554292,97.89673643273801,36.87527097772237,1.6020319985214642,0,0
52.058928951178,97.23449900096453,36.295366066665125,0.0,1,1
110.27187028734606,93.25336825569235,37.702498551548345,2.2855206981745404,0,1
139.07297177042892,85.63264266035426,35.60549870649222,1.7506387380195156,0,2
71.28442145088246,98.21248446279151,36.56695994258935,1.327109790990483,0,0
128.9937415681662,81.60974728665171,38.47393759436186,1.2680648109968984,0,2
